name,provider,image
Ultra Burn,Pragmatic Play,https://mediumrare.imgix.net/8e4a52e5b3b67f8c4623e6885b799f2e60123029044f48a890a1782d88407856?w=180&h=236&fit=min&auto=format
Vegas Magic,Pragmatic Play,https://mediumrare.imgix.net/6180056b3f91b749781727bd62abfb4a5445d26874b4bd301c4c85ada13d5f24?w=180&h=236&fit=min&auto=format
Wild Booster,Pragmatic Play,https://mediumrare.imgix.net/2175858c7146961a30c703b3c134593178ebe04084d2938ae9cf7d18bc468af4?w=180&h=236&fit=min&auto=format
Wild Spells,Pragmatic Play,https://mediumrare.imgix.net/6a7ff4d85ff013107d1d2683e3cd98f50204ec489b2169c3898a9e2bf1e6d428?w=180&h=236&fit=min&auto=format
7 Piggies,Pragmatic Play,https://mediumrare.imgix.net/a85c37dfeabcc6cc65f8df777bdef1a3c6285e30424348182dfa0fab55db8931?w=180&h=236&fit=min&auto=format
Book of Tut,Pragmatic Play,https://mediumrare.imgix.net/c1379f9f3c072a3335d2b8ef6ca5dcd94ed51acd30c255ada295b4a513e71c63?w=180&h=236&fit=min&auto=format
Drago - Jewels of Fortune,Pragmatic Play,https://mediumrare.imgix.net/07a2af675e75c21857535892346abc6c044b73fe0076ec8f820b9afa0ad75f44?w=180&h=236&fit=min&auto=format
Dwarven Gold,Pragmatic Play,https://mediumrare.imgix.net/a2ba1e2213c33e2e4af912600d995fb2f5b639a136452a87dec296684d17c401?w=180&h=236&fit=min&auto=format
Fishin Reels,Pragmatic Play,https://mediumrare.imgix.net/da65da80b230fc0ec6fc9be135a8b715909b56814096466eccb50faedc2d3328?w=180&h=236&fit=min&auto=format
Floating Dragon,Pragmatic Play,https://mediumrare.imgix.net/f8d4a6ac6d2e1d8c7dd7f7ea09f1ac2af84e55bf9f8313326221b8cda9184c97?w=180&h=236&fit=min&auto=format
Gates of Olympus,Pragmatic Play,https://mediumrare.imgix.net/f38cea26bce753243bbdbc06ffb7a4b46972bc1254e41f3c79ace5fba9e6aae2?w=180&h=236&fit=min&auto=format
Great Rhino,Pragmatic Play,https://mediumrare.imgix.net/86c2e20934ba093f6381982a47655fa7bec1e154e987df3ce3db807a4a51eb13?w=180&h=236&fit=min&auto=format
Greek Gods,Pragmatic Play,https://mediumrare.imgix.net/1b0834df3de0c8b96db168111599a49ee3666d1df42e60203f9d1d050e00897d?w=180&h=236&fit=min&auto=format
Hercules and Pegasus,Pragmatic Play,https://mediumrare.imgix.net/be1d5c2a9e249d5a2bba59ce78e1702e7879401c633ab0ebf16c937fdc224a6a?w=180&h=236&fit=min&auto=format
Hockey League,Pragmatic Play,https://mediumrare.imgix.net/e24f994f628f3e4968b1593daafc98ea04d15126765b69bc95ea5766a496558b?w=180&h=236&fit=min&auto=format
Honey Honey Honey,Pragmatic Play,https://mediumrare.imgix.net/7efc48b3ac99136d673abaf312eca0f0642e92d5919ad4dc8e879dccb1ac450e?w=180&h=236&fit=min&auto=format
John Hunter And The Mayan Gods,Pragmatic Play,https://mediumrare.imgix.net/836db4d564b63d0dd0718c662f7c07b91fcce5aba3999342632712f9ad8f4fa6?w=180&h=236&fit=min&auto=format
John Hunter and the Tomb of the Scarab Queen,Pragmatic Play,https://mediumrare.imgix.net/18478b4834c3d175288d102ef916de2603228cade8ab2422525b42277722d655?w=180&h=236&fit=min&auto=format
Joker's Jewels,Pragmatic Play,https://mediumrare.imgix.net/2859df47036f5c6d3f33fead0d26c9538046589c90d5b59621306d9e4e7bfcc0?w=180&h=236&fit=min&auto=format
Leprechaun Carol,Pragmatic Play,https://mediumrare.imgix.net/fd88420a4a4dda30cd509188b4f819f4cf55cd571ebd299473a44d7384585df6?w=180&h=236&fit=min&auto=format
Lucky Dragons,Pragmatic Play,https://mediumrare.imgix.net/7745309264951ffc08514f8a55f7af25adcf6380370302fa5d07fdf5475ac368?w=180&h=236&fit=min&auto=format
Lucky New Year,Pragmatic Play,https://mediumrare.imgix.net/e8603c1bbcbcb1052d8f4c1ac3612053c38429e8e4617595ec90c46fb3530254?w=180&h=236&fit=min&auto=format
Mighty Kong,Pragmatic Play,https://mediumrare.imgix.net/956e8c01ccabeaad831e992b309de5c328097f3dafb87b4be9afa1bfe8c371c4?w=180&h=236&fit=min&auto=format
Pirate Gold Deluxe,Pragmatic Play,https://mediumrare.imgix.net/f596e7b12d756be48ffb65e1db5cf26203a10a8be9750fc1d264df59e87fe181?w=180&h=236&fit=min&auto=format
Rise of Giza PowerNudge,Pragmatic Play,https://mediumrare.imgix.net/dc0bd861da39e36d1e941b1d890dbb861cd54d5a093b41e0a87c57d17cec887a?w=180&h=236&fit=min&auto=format
Safari King,Pragmatic Play,https://mediumrare.imgix.net/cde504445c3897f35411f30b7c14f2988a6e8cd591a82fcb49589823327b03c9?w=180&h=236&fit=min&auto=format
Santa's Wonderland,Pragmatic Play,https://mediumrare.imgix.net/9f7f589856fb5b1422263d9f46963d74c379e63c0d0ca01e3cc2a9466f148f70?w=180&h=236&fit=min&auto=format
The Champions,Pragmatic Play,https://mediumrare.imgix.net/2c49839d2b1306a27cf836dadce268a0f7a3e19815f428660f701ccbe6823e3a?w=180&h=236&fit=min&auto=format
Wild Depths,Pragmatic Play,https://mediumrare.imgix.net/96a73e742c8fdf0f5a9ad5be34b99c3594b4b89b6ed1c6ef2d97e73832e575de?w=180&h=236&fit=min&auto=format
5 Lions Dance,Pragmatic Play,https://mediumrare.imgix.net/deaef4b88d5019f65ed7bf6cd966755acc447f0c9d7d47ee56d980f67164d96e?w=180&h=236&fit=min&auto=format
8 Dragons,Pragmatic Play,https://mediumrare.imgix.net/d7c57ec1e2b029658ec164e1ca714545a505c3fddc38530fc2c5ec8d12218a6a?w=180&h=236&fit=min&auto=format
Aladdin's Treasure,Pragmatic Play,https://mediumrare.imgix.net/07164b79326b01638d4b98f9fcfb2759c362f8f2e903a7820837976e596e6aff?w=180&h=236&fit=min&auto=format
Aztec Gems Deluxe,Pragmatic Play,https://mediumrare.imgix.net/5932844327052d55ef20680b746939c8a030411c637ba276f1041f9554a0d44f?w=180&h=236&fit=min&auto=format
John Hunter and the Aztec Treasure,Pragmatic Play,https://mediumrare.imgix.net/a10097a969cdb85c222de5ea1e4302a879cc2a94ade68dbf8f53389d423a7e4f?w=180&h=236&fit=min&auto=format
Book of Vikings,Pragmatic Play,https://mediumrare.imgix.net/c0b5b8ea80a1a827d9fc9a94f55aacaed6bd33f728f2d6584c66ae0e7189fdc0?w=180&h=236&fit=min&auto=format
Bounty Gold,Pragmatic Play,https://mediumrare.imgix.net/6aaa4a19d3b058eb7a6212f2679601e70b1f8867d898194d11e496bf324d695e?w=180&h=236&fit=min&auto=format
Caishen's Cash,Pragmatic Play,https://mediumrare.imgix.net/759b26c614114d3fa6662c3468509483d5eb4b04f772f5ac74eafcad79aef2f2?w=180&h=236&fit=min&auto=format
Chilli Heat Megaways,Pragmatic Play,https://mediumrare.imgix.net/6c0d23b5b7b1fb21f27bb3bba8221cf87abbb22eb53792b20e132eaa821e7893?w=180&h=236&fit=min&auto=format
Christmas Carol Megaways,Pragmatic Play,https://mediumrare.imgix.net/b0fea5f5e52bf3941046713022f7047a6d9898d07c4162cbf066c52ce16bf48e?w=180&h=236&fit=min&auto=format
Cowboys Gold,Pragmatic Play,https://mediumrare.imgix.net/59a14ae1e49118853b85622d773a606318e4b416e248487c3f86b731bc2ec302?w=180&h=236&fit=min&auto=format
Emerald King,Pragmatic Play,https://mediumrare.imgix.net/e65407007ee66d195433b255c4e2be4bfe4076e921afc6f7b33ac4df01ba2147?w=180&h=236&fit=min&auto=format
Emerald King Rainbow Road,Pragmatic Play,https://mediumrare.imgix.net/1a63563d33dce916deeb94fe59254c305746c7507f6a6601dad009b94613b661?w=180&h=236&fit=min&auto=format
Empty the Bank,Pragmatic Play,https://mediumrare.imgix.net/1a13a0411c00c2f5a9e7941748300593beed5a62bf4e513967002ae1ce997915?w=180&h=236&fit=min&auto=format
Hot to Burn,Pragmatic Play,https://mediumrare.imgix.net/a4324f8d2fc22f59283e08cd07a9d92d62a664b57ac9e40eebdbf90e0000bf91?w=180&h=236&fit=min&auto=format
Joker King,Pragmatic Play,https://mediumrare.imgix.net/ef1c5a097a360235dd0d2219af3bcc42f8ff8b32028d0d128bcd2fe7665eea87?w=180&h=236&fit=min&auto=format
Monkey Madness,Pragmatic Play,https://mediumrare.imgix.net/5ea5a9206fd7d44282fbcd23ee8b1b7a57c9962ecba9571927fadd1f84996de1?w=180&h=236&fit=min&auto=format
Monkey Warrior,Pragmatic Play,https://mediumrare.imgix.net/e36577ea537623c45fbc256a597e2f2208f9899ba8ef0d7fb8478f09efcbd78e?w=180&h=236&fit=min&auto=format
Panda's Fortune,Pragmatic Play,https://mediumrare.imgix.net/fc22be6a978d7c75535e44fd0140159b7c9d7272c3e5b7ad7bb94eba8d4460dc?w=180&h=236&fit=min&auto=format
Smugglers Cove,Pragmatic Play,https://mediumrare.imgix.net/e24a6dfe1f362adcbacde1034e502a4fa7e9a534195c296a5b81446f1b3f2a27?w=180&h=236&fit=min&auto=format
Spartan King,Pragmatic Play,https://mediumrare.imgix.net/67a9c53c9a0c5d6c0d1e505011fdfbff38d17df71ca657cb7dc907459599c6c8?w=180&h=236&fit=min&auto=format
The Dog House Megaways,Pragmatic Play,https://mediumrare.imgix.net/6bd16708800d460b31c2ee7996f01a806496830fe5cff923daa003eeca3d0fd8?w=180&h=236&fit=min&auto=format
Triple Dragons,Pragmatic Play,https://mediumrare.imgix.net/e2062970600321ce57db216eac41b546012ccb1ab9582b7e06b0a038f7f6f2e4?w=180&h=236&fit=min&auto=format
Wild West Gold,Pragmatic Play,https://mediumrare.imgix.net/fb17464538c19b76e9b501e8bb3bcfe787643779a5059d788141d6d21f736400?w=180&h=236&fit=min&auto=format
5 Lions Gold,Pragmatic Play,https://mediumrare.imgix.net/a0f2b44f599c244387923b415f1d73cdb8f20c44b69d3c6c4340fe432e953883?w=180&h=236&fit=min&auto=format
5 Lions Megaways,Pragmatic Play,https://mediumrare.imgix.net/741f8f9dd2ead70e1e3fb9b34ef4058b0b431ea93f60f17b71ac65fa7f41bf17?w=180&h=236&fit=min&auto=format
888 Dragons,Pragmatic Play,https://mediumrare.imgix.net/3523d7409d88fe3e78526e4113e9e7251a58afecc5bed04eac4d47ef3f844575?w=180&h=236&fit=min&auto=format
Asgard,Pragmatic Play,https://mediumrare.imgix.net/bc2509a6ef00f16779b9826ac9145a912b07f02d3f19c696a9953b19db194435?w=180&h=236&fit=min&auto=format
Aztec Gems,Pragmatic Play,https://mediumrare.imgix.net/50823c8863f61bdc3465d578bb4b6bf50deb0fe240c645955b95aa87823b1d4c?w=180&h=236&fit=min&auto=format
Caishen's Gold,Pragmatic Play,https://mediumrare.imgix.net/f0da114778bb3f5d3642bab22703670340354b979be5667408325e740a2d1fb8?w=180&h=236&fit=min&auto=format
Cash Elevator,Pragmatic Play,https://mediumrare.imgix.net/f130ea0e9d514c813aac5f1c097d76e8f4f74063272eee81df58d1f890aaa367?w=180&h=236&fit=min&auto=format
Dance Party,Pragmatic Play,https://mediumrare.imgix.net/21967837d026f581aeba90b454b5c8b0773066f36c1f26f91c29ccfaea98de94?w=180&h=236&fit=min&auto=format
Fairytale Fortune,Pragmatic Play,https://mediumrare.imgix.net/37607b6077897d7100bcfcc9c4c6581bf5268025987610ec55b3dc8f60823c36?w=180&h=236&fit=min&auto=format
Gems Bonanza,Pragmatic Play,https://mediumrare.imgix.net/58af3324803454557a6f58c076ffe9aaf319f16e5aa2b63d4d7858c1a3f59b8c?w=180&h=236&fit=min&auto=format
Great Rhino Deluxe,Pragmatic Play,https://mediumrare.imgix.net/17440a8bedf530daa616574b32f0f1140bf4b761ec743ccf51b24a637d913fb3?w=180&h=236&fit=min&auto=format
Hot Safari,Pragmatic Play,https://mediumrare.imgix.net/77bb9ee3868953ad30b8dc43a606ab2f3ab551e764fa4c3f68241eb5bdb81c12?w=180&h=236&fit=min&auto=format
Hot to Burn Hold and Spin,Pragmatic Play,https://mediumrare.imgix.net/e2246274c0962533fd4a16fa42dc8c078b2f4d1def338c0963d1662328b601e7?w=180&h=236&fit=min&auto=format
Jurassic Giants,Pragmatic Play,https://mediumrare.imgix.net/3a7866cd1478df7772fbac60d70dbf19a6efb903b0dee7462658324e7abc7513?w=180&h=236&fit=min&auto=format
"Lucky, Grace & Charm",Pragmatic Play,https://mediumrare.imgix.net/c464012debb0a20498a4f0294e6c2dadd8b3c32645ad678f059801c3840fcd8c?w=180&h=236&fit=min&auto=format
Release the Kraken,Pragmatic Play,https://mediumrare.imgix.net/ac412a2a2093de58fec151a343e349a95d9218569e1940ed7a66c467fe78f81a?w=180&h=236&fit=min&auto=format
Super 7s,Pragmatic Play,https://mediumrare.imgix.net/6bd1f7820d4d5f6a9417faea1e15cb80ebcaf541d4c17d93d447143ffb9d0d8c?w=180&h=236&fit=min&auto=format
The Dragon Tiger,Pragmatic Play,https://mediumrare.imgix.net/5a5d79aaaf61925aaf5b1333cbf52435dbd1348d6cb9126b32d7e4aaeda46044?w=180&h=236&fit=min&auto=format
Wild Wild Riches,Pragmatic Play,https://mediumrare.imgix.net/78460943fb9a9ceb88066262c9d5a208212383b6a8b530ea7a2a302257e8bfa2?w=180&h=236&fit=min&auto=format
Yum Yum Powerways,Pragmatic Play,https://mediumrare.imgix.net/47d95c554b2eaf09323c2cfb1eeb363bbc71759e131d6d55d0e4fb5b6469fe64?w=180&h=236&fit=min&auto=format
Aztec Bonanza,Pragmatic Play,https://mediumrare.imgix.net/600a9dadee3222852452840a7cde441ad06589f71ef3a1b31bc0a31bc48f4a60?w=180&h=236&fit=min&auto=format
Cash Bonanza,Pragmatic Play,https://mediumrare.imgix.net/8e4a5eb5529f53f6874f887d702571a81286dbb565ad9d6bcf1dfd8549611ac6?w=180&h=236&fit=min&auto=format
Chicken Drop,Pragmatic Play,https://mediumrare.imgix.net/c7ee6ffaa8a2a4a85b0eed3e9cecdb68eec7a339fd87ea9fc8cf35c74855da56?w=180&h=236&fit=min&auto=format
Congo Cash,Pragmatic Play,https://mediumrare.imgix.net/e11c1c21daa857e502d301e37b85ab1bd8d8b4a7a4f08cfce0c741691a7c29ab?w=180&h=236&fit=min&auto=format
Dwarven Gold Deluxe,Pragmatic Play,https://mediumrare.imgix.net/ff4cf362c1618f45a3015b1d2d459cf43145d74f114676b02683c53a8def11fa?w=180&h=236&fit=min&auto=format
Fire 88,Pragmatic Play,https://mediumrare.imgix.net/ff457a6d3fc2e46ff6bd23e3d749165348f927ecdc3fc2e73792f2a9c51bd8e5?w=180&h=236&fit=min&auto=format
Fire Strike,Pragmatic Play,https://mediumrare.imgix.net/f0051ca1cc4b18f3f57ac8ffe67bb4b74c0195cd6c6980a98ba7ac50e1ee98fd?w=180&h=236&fit=min&auto=format
Fruit Party,Pragmatic Play,https://mediumrare.imgix.net/cb8c8e48781137b94c5dea7326d5c4d15b045ee1e8282b8ca674a0ac231914a8?w=180&h=236&fit=min&auto=format
Fruit Party 2,Pragmatic Play,https://mediumrare.imgix.net/c7c8b9f3bf8845383901014c4472e787e6f11378cf69534bc5b59aaa8f7705ab?w=180&h=236&fit=min&auto=format
Gold Train,Pragmatic Play,https://mediumrare.imgix.net/57bf5c6911f362d7917c702c3e02ded7d5ab7627fdaeb81ab977904b97170905?w=180&h=236&fit=min&auto=format
Juicy Fruits,Pragmatic Play,https://mediumrare.imgix.net/884da2c4d7b719ff5078a4960928d11f831314f1c4fe6db828d3fced07404d13?w=180&h=236&fit=min&auto=format
Madame Destiny Megaways,Pragmatic Play,https://mediumrare.imgix.net/628496a33da1c9c2c781d908a993a0de45f6672a1a4187b03e014743280f9f71?w=180&h=236&fit=min&auto=format
Magic Journey,Pragmatic Play,https://mediumrare.imgix.net/f2df61e5b53e868688811661a30ca4d92b57004ebedaa0f86f09527bfe879512?w=180&h=236&fit=min&auto=format
Master Chen's Fortune,Pragmatic Play,https://mediumrare.imgix.net/4a7530888adf9d318e2d66c338291aa4884c79dd115537f6ce564d76cb9272a5?w=180&h=236&fit=min&auto=format
Master Joker,Pragmatic Play,https://mediumrare.imgix.net/eb2f0679df27b289fbc2cfaa214a1cfc14df34217929b00d217581ce24fef5e8?w=180&h=236&fit=min&auto=format
Mysterious,Pragmatic Play,https://mediumrare.imgix.net/5a64809cf07b09cf483d9f3382e30a72f379bff32fe35a55df44b0fda963aec6?w=180&h=236&fit=min&auto=format
Mysterious Egypt,Pragmatic Play,https://mediumrare.imgix.net/c7f29e0956f0d6d0c76efb3bef44b790f4196e5805e27033054ec9559d21e0d9?w=180&h=236&fit=min&auto=format
Panda Fortune 2,Pragmatic Play,https://mediumrare.imgix.net/f70977c5cfc807c12e34dbeb4e0188f28662b077ad5b4d807738a14a96072699?w=180&h=236&fit=min&auto=format
Peking Luck,Pragmatic Play,https://mediumrare.imgix.net/67ca9b9de2f4e696a78980268a068237be59b5241522043f44c1db14598ea775?w=180&h=236&fit=min&auto=format
Phoenix Forge,Pragmatic Play,https://mediumrare.imgix.net/6d99f893ceddccf1bcadb6e6fd15251ddc6fc2179783b3c26490b5f34223be47?w=180&h=236&fit=min&auto=format
Pixie Wings,Pragmatic Play,https://mediumrare.imgix.net/e62f70beb0c76d6941333783d9d26acfa8a826f78fa735ae9f7eb17d3cdf6633?w=180&h=236&fit=min&auto=format
Star Pirates Code,Pragmatic Play,https://mediumrare.imgix.net/479bd75919ad1385879e823fd5d3c27d30947a7ec86fe87f5c41cb4e361a31a4?w=180&h=236&fit=min&auto=format
Tales of Egypt,Pragmatic Play,https://mediumrare.imgix.net/45f7bc1eeca839421fe70e556a1bd8d51e136b7d6698943f6e56824e951e087c?w=180&h=236&fit=min&auto=format
The Magic Cauldron,Pragmatic Play,https://mediumrare.imgix.net/ec99f36c3167badf0a7bc8d9c96223917e3dcc9a1fafdbf5bc2173ae583a6548?w=180&h=236&fit=min&auto=format
Ultra Hold and Spin,Pragmatic Play,https://mediumrare.imgix.net/baad7ba5a6b460384c4aa2df6f988ba67001b6a9aaf84fb7a282a3e28ea515ce?w=180&h=236&fit=min&auto=format
Voodoo Magic,Pragmatic Play,https://mediumrare.imgix.net/efd564e81a302ce8c8ac9468fa5a475e18233a6866e8d39ff4af9d375e92b929?w=180&h=236&fit=min&auto=format
Wolf Gold,Pragmatic Play,https://mediumrare.imgix.net/ea192bb48e65e705718ae5d1bf70e0df9a550625728e57a36e0c26f451198525?w=180&h=236&fit=min&auto=format
Aladdin and the Sorcerer,Pragmatic Play,https://mediumrare.imgix.net/b2f84a8d7c1eeb466289a3ce099afdf304cf3e882e800ad6dfba7ce4e576b625?w=180&h=236&fit=min&auto=format
Amazing Money Machine,Pragmatic Play,https://mediumrare.imgix.net/a1992a50fa34fd3cceabe464fa4a6cde9aad73b1f5f8474c7ba19cd69f7e6f7f?w=180&h=236&fit=min&auto=format
Ancient Egypt Classic,Pragmatic Play,https://mediumrare.imgix.net/ca8342ce92353aee32c02b9babffbfc5fd032b86bb15cbdb659e4eeea25b23e7?w=180&h=236&fit=min&auto=format
Big Bass Bonanza,Pragmatic Play,https://mediumrare.imgix.net/713054d6e4d7a33d599e02ca3a53ff486c018b07def931e61b6b06fe94183d0f?w=180&h=236&fit=min&auto=format
Day of Dead,Pragmatic Play,https://mediumrare.imgix.net/98365173b9e3ac14a27651b6b489b4d1480196c94a2522bf49ae68af065aba14?w=180&h=236&fit=min&auto=format
Lady of the Moon,Pragmatic Play,https://mediumrare.imgix.net/a7c1b096bd420e037b6146aad5566f5fe363a72989695bc81ced2a86ee1529ad?w=180&h=236&fit=min&auto=format
Return of the Dead,Pragmatic Play,https://mediumrare.imgix.net/4d09ae1229bdc16eaf545c3291e73d235c27b21ce2795c0a40362d0a3d12f018?w=180&h=236&fit=min&auto=format
Triple Tigers,Pragmatic Play,https://mediumrare.imgix.net/40a0afcc3c37334bd9472592eaca20fe132026893d6ff29ede1f0159766e55a2?w=180&h=236&fit=min&auto=format
Vampires vs Wolves,Pragmatic Play,https://mediumrare.imgix.net/52fdeab2976759bcc3b7a54c8bca8e217f31c37de2679f2b669e01c889c081ef?w=180&h=236&fit=min&auto=format
John Hunter and the Quest for Bermuda Riches,Pragmatic Play,https://mediumrare.imgix.net/5fc107eab50a40a8d863032d356099e5673631bc146a8d6ecdd3e21e6723a2d8?w=180&h=236&fit=min&auto=format
Extra Juicy,Pragmatic Play,https://mediumrare.imgix.net/87051c8141d370eab2315615ce95f635fc3131721e510d43488017f2563953e4?w=180&h=236&fit=min&auto=format
Eye of the Storm,Pragmatic Play,https://mediumrare.imgix.net/3caaaaa8f1e6ec17cd6fde005f8cbb312c3a7f473b78d99786ca457fa2df020e?w=180&h=236&fit=min&auto=format
Jade Butterfly,Pragmatic Play,https://mediumrare.imgix.net/4f225d0a8ecdc86c5cfa6cafd2c641b6326ae89d713552a0b2579478a4f7c0da?w=180&h=236&fit=min&auto=format
Madame Destiny,Pragmatic Play,https://mediumrare.imgix.net/145b63acc54a8f524de835a09ba9b973dca7c9a84734df1147dce9d4badbdd75?w=180&h=236&fit=min&auto=format
Queen of Atlantis,Pragmatic Play,https://mediumrare.imgix.net/f652e9dc841a9b488b82e3329e193f2fae426150e6e835d2de36614c1a082bc9?w=180&h=236&fit=min&auto=format
Treasure Horse,Pragmatic Play,https://mediumrare.imgix.net/d0cba8f26decc18ae4a42394aa2a8db4aa4f5e80963b3a40640fc6386323b2ef?w=180&h=236&fit=min&auto=format
Tree of Riches,Pragmatic Play,https://mediumrare.imgix.net/8c8f01645af9156ec4ddd3f05f6f1ca81e07103893fde78474f3871025595b57?w=180&h=236&fit=min&auto=format
Book of the Fallen,Pragmatic Play,https://mediumrare.imgix.net/300a9fc26efaaa63219e5fa1e610ea033a1a0de5132cebbdf11ba3ff8a35f2cc?w=180&h=236&fit=min&auto=format
Diamond Strike,Pragmatic Play,https://mediumrare.imgix.net/bc7e8e6030ce264762f520b096da402d2c6f745bfc93d7778836845a739fda33?w=180&h=236&fit=min&auto=format
Starz Megaways,Pragmatic Play,https://mediumrare.imgix.net/e8388b8a5168544b87ed99fb18210d653c3c0d789fb6c38fe14b4c674823c379?w=180&h=236&fit=min&auto=format
Temujin Treasures,Pragmatic Play,https://mediumrare.imgix.net/4712509ac6db53846e2f4d0654528b3f2314e9bb28290feb33156b911d6ce756?w=180&h=236&fit=min&auto=format
The Dog House,Pragmatic Play,https://mediumrare.imgix.net/eb75dbe63e5b45feb035e02cba7f846d6e71a9343f66187387a32ee8abe21e75?w=180&h=236&fit=min&auto=format
The Great Chicken Escape,Pragmatic Play,https://mediumrare.imgix.net/a72e4db9619f61767fa1029a05a8522c034ed4858d233c1d13c08684d3b17ceb?w=180&h=236&fit=min&auto=format
Three Star Fortune,Pragmatic Play,https://mediumrare.imgix.net/04db962816887cf9603d54c0495204c3e188068ef7a193d5aa6b777721c13511?w=180&h=236&fit=min&auto=format
Ancient Egypt,Pragmatic Play,https://mediumrare.imgix.net/27628e98aba58b7ac7e1fbf39fd4830e9dd8e927228a5bbb22c8db3e4b8afb9a?w=180&h=236&fit=min&auto=format
Bigger Bass Bonanza,Pragmatic Play,https://mediumrare.imgix.net/aa1d816ec96179fb6c1e385fc121dfda9558aa7acf5be6f5c823ad20ad1e6225?w=180&h=236&fit=min&auto=format
Christmas Big Bass Bonanza,Pragmatic Play,https://mediumrare.imgix.net/09dafeb49bb8893af92978be45c903cf32f9b674ba07d7fb4976968e41f9915f?w=180&h=236&fit=min&auto=format
Irish Charms,Pragmatic Play,https://mediumrare.imgix.net/ceec14b0ce4d675053ad5e9c27b9e5ed0d4759da08a170f3cd3f27710c0a94a0?w=180&h=236&fit=min&auto=format
3 Genie Wishes,Pragmatic Play,https://mediumrare.imgix.net/139072917adf5bbef9bbc1ba5271d8361702bd8d51a6988073bfd6969a948cef?w=180&h=236&fit=min&auto=format
Hazakura Ways,Relax Gaming,https://mediumrare.imgix.net/03a15003c77fb31c05333ce0b637b9354f51936d89966723b013063ed8a59b35?w=180&h=236&fit=min&auto=format
The Bowery Boys,Hacksaw Gaming,https://mediumrare.imgix.net/153706d7dcb82fbf41e255df6f173ca042c6876bf1a25bdad3b5a669559c965c?w=180&h=236&fit=min&auto=format
Aztec Magic Megaways,BGaming,https://mediumrare.imgix.net/f21318673c065243f6fcecd14babc84e0e2c3a682fc79d7f5be9334fe5834e4e?w=180&h=236&fit=min&auto=format
Catch & Snatch,Belatra,https://mediumrare.imgix.net/0defdb2c897bfb4ad41b35cc0d4486fb7f44a125afeeb45f3333888681d795a5?w=180&h=236&fit=min&auto=format
Harvest Wilds,Hacksaw Gaming,https://mediumrare.imgix.net/cc2173ba768f9fa72a884bb8d475c47ab13d44b25a275972255ee4fd85331a99?w=180&h=236&fit=min&auto=format
Plunderland,Relax Gaming,https://mediumrare.imgix.net/b94c3a99b58d7621be770608c56428f58d2b2d223152ab8b0b43806162571026?w=180&h=236&fit=min&auto=format
Christmas Tree 2,Truelab,https://mediumrare.imgix.net/cda379d24a17d77f7b769673e15aeaba99bddd584d8b18437bd865e266fafbd3?w=180&h=236&fit=min&auto=format
Mystic Orbs,ELK Studios,https://mediumrare.imgix.net/f3c5b35174a44b4defe942cf7f4af71021488e6c9c85b05b60175d773659011c?w=180&h=236&fit=min&auto=format
Water Tiger,Endorphina,https://mediumrare.imgix.net/367d1299113276c948f3e8360d528a1ea790e91c3b1fe748e80f200d6ded72c5?w=180&h=236&fit=min&auto=format
Xmas Gifts,Belatra,https://mediumrare.imgix.net/b0c4e14712d5f7b73eb52ac4e994a952f014bb6bfc1f59c022fad7484b5b9d55?w=180&h=236&fit=min&auto=format
Stars of Orion,ELK Studios,https://mediumrare.imgix.net/7364c6f932fbb739d5da74e4acbd0df8db3f1eb438b5c8f8cc9b4bf3ba5c0c13?w=180&h=236&fit=min&auto=format
King Carrot,Hacksaw Gaming,https://mediumrare.imgix.net/0f8d53f646ee02cffe0d81728f4076ce80eea7642ccaecfc4aaa8fa51853ca9d?w=180&h=236&fit=min&auto=format
Fortune Cats Golden Stacks,Thunderkick,https://mediumrare.imgix.net/c3f4f24c8a24610baa7c59c3c840fd6280abc3ff053bbec93057c0c5dbcca71a?w=180&h=236&fit=min&auto=format
Royal Xmass,Endorphina,https://mediumrare.imgix.net/d915ba113f4131430829e1200e2ee7b0af767d427f99d03c6654113b73f92d21?w=180&h=236&fit=min&auto=format
Golden Gods,Relax Gaming,https://mediumrare.imgix.net/7905bb9c8828414ce89bb6c1867aec7c07e204ad0f90c2a7fa012cdb969ab540?w=180&h=236&fit=min&auto=format
Money Cart,Relax Gaming,https://mediumrare.imgix.net/275e0bdbb48572a96e7e1eadeab0c6d05f2768f941b5e60153097100cd385902?w=180&h=236&fit=min&auto=format
Royal Potato,Print Studios,https://mediumrare.imgix.net/bd7876240874ff3751d9e245d096300e856f5b7a7d9e0ab54e888838c45b4216?w=180&h=236&fit=min&auto=format
Bonanza Billion,BGaming,https://mediumrare.imgix.net/157d9bf59be0491e8de713f84700935083eccf72a4a5929dba322fd5be2cd869?w=180&h=236&fit=min&auto=format
Joker Bombs,Hacksaw Gaming,https://mediumrare.imgix.net/6afdddc8fdfca2d0106bdaf4e8f02b6c1fbe455df3b855bc6babf6e0669dcee9?w=180&h=236&fit=min&auto=format
Solar Eclipse,Endorphina,https://mediumrare.imgix.net/806af6f62faeec12e03c8ea62b5c02fa54b9b710aa5cff2e7baec3a4b554aee2?w=180&h=236&fit=min&auto=format
Toro 7s,ELK Studios,https://mediumrare.imgix.net/d4d9b13b39810e8ca3ab588cf3e089ef92fbb6906bfec57e87a24ff8a366e320?w=180&h=236&fit=min&auto=format
